9876 4000
694597 3011 7382
694357 7915 5956
696440 5929 119
695390 1531 3410
698033 9720 9359
686599 5250 5139
685797 1703 7449
687928 571 4220
694548 3015 2342
695930 5840 1785
696597 5314 9596
693960 125 3172
691549 3136 4193
697172 9304 6425
684985 3463 8477
698668 3213 2617
695944 2496 8390
695817 9973 6800
698128 2358 3928
699291 5267 1802
698214 2908 4257
696128 5576 8898
690932 7222 9381
691488 9205 5095
685802 1406 6426
693867 1462 906
686498 7887 1384
692182 7188 9277
684119 9340 9409
690804 833 4637
689515 3727 7804
695928 8269 387
682771 3120 7663
698526 9257 4861
686501 6431 736
683361 9777 3968
685938 9148 9882
682499 2608 3411
689089 3100 1796
697312 8830 9504
682900 1793 1309
689177 1197 3387
690684 3670 3569
692533 5841 570
680614 5591 7697
692129 4785 2980
699383 7770 1176
686397 5820 6022
692950 984 9914
688513 5739 464
681583 8941 1302
688022 8144 8413
684039 7742 9297
683228 602 6714
698973 6333 4810
684306 1707 9680
686988 7269 548
693040 8967 5306
680644 6314 4612
695985 8613 272
699267 3311 7647
695659 5525 1907
681590 1469 553
691330 4949 60
697927 1359 5420
691253 292 8841
695029 9643 4112
681586 7107 5324
688182 716 6828
685992 5629 3779
687385 5079 8518
682249 8375 8881
682260 9733 2776
697737 9573 4987
695749 4526 1723
688946 7677 9853
681175 9705 7116
690089 2878 6004
698431 8188 8376
685319 3059 4172
681817 7086 7107
683708 4963 9183
683686 9714 5213
687893 9402 1904
691463 9388 936
688960 1940 3270
691725 6724 5006
697157 8922 6443
683211 3127 7305
681141 5703 2704
680346 7118 7813
698627 9699 2582
689945 5568 5691
687149 6805 9046
698191 3125 660
684883 7495 7660
681065 4986 1400
681303 4177 3265
694952 4390 7115
694729 5801 4799
683235 8027 4222
687423 3619 591
687742 8316 2821
693383 7556 6645
683368 7962 7264
691892 7114 9314
698448 2707 1951
683452 7061 9535
685286 1548 3683
694773 5300 8487
689200 6917 284
687496 4509 8682
684871 371 2572
690690 6852 9143
691000 3848 2389
692160 2841 4641
696561 4161 8997
688296 7653 2916
691689 8586 6762
686758 4535 2782
680705 2419 8434
695713 6185 7836
694048 3591 3413
686271 3351 3057
682640 8760 9031
685535 2174 5953
697797 4274 6284
699095 6249 7112
682617 5105 627
686402 4539 7445
683728 7269 4038
697542 1430 8878
694911 2792 7840
699675 7862 753
680947 6851 4134
698893 7619 6732
695735 352 3433
697726 1947 5003
691817 5120 5498
694799 8753 944
698107 8504 3384
684342 5318 2201
694263 6860 2757
687325 8930 1571
696192 2797 2794
695361 1042 407
693476 702 5720
684086 2164 2431
698186 5100 9507
687105 4917 5624
688996 7568 5588
685552 4637 650
681625 9024 5706
692190 1620 621
680204 7540 5020
687829 781 4335
689270 6749 408
697349 8500 7552
684542 2012 7972
697078 2494 9722
697702 5622 887
685467 1196 994
689725 2213 2532
681234 7485 9791
680011 4117 9562
686539 5483 8532
694868 9412 1927
694745 1548 4139
694071 1317 7828
688320 2648 4079
683679 7160 6709
696758 5024 3397
695460 6040 6143
693695 7665 3021
697696 2225 8355
698919 1688 3929
687455 3479 9452
696944 2752 3825
685457 8506 6814
683789 4966 2326
690908 5100 9962
698352 5493 2018
697353 6575 7301
685132 7411 9656
688894 6212 4854
693408 254 7979
682595 6467 324
685798 6517 3255
699934 8397 2250
680433 2765 7503
688395 7556 1652
681383 513 3804
688534 220 1135
696612 2548 5437
687565 5882 9091
688978 9954 2059
684225 5076 1474
697322 3744 6375
686302 6781 6682
698287 7235 4964
686349 1359 3838
695951 7219 3324
698900 5206 9540
695407 1156 6403
690487 5631 7298
684228 4833 2303
691957 886 9065
698158 2818 3253
688364 1237 3713
688749 3508 6412
698370 3278 4373
698203 1027 7244
680336 7506 1153
687858 4192 7257
685978 8753 871
687022 3944 4968
698247 4493 7820
688204 548 8730
686458 638 7179
687253 7141 4885
689056 779 1772
687870 8075 2675
681366 6248 4046
695793 3408 8687
698427 8168 8468
689012 8088 5695
682208 5551 9929
683631 2302 6346
682702 4013 2466
691871 2992 7121
686693 9401 9850
689930 4215 7838
691776 1824 8730
684589 8911 3210
685829 4602 3398
692194 9668 2759
689223 6444 8632
687238 4890 8220
692212 5880 2085
687922 6535 1298
692772 3166 8292
680330 2856 9407
696737 7787 6308
692224 6178 1572
691318 998 9976
694123 2279 4958
680489 692 8781
692044 5223 1620
693770 4431 7903
680373 955 2442
692951 8534 2459
697243 9632 6876
698969 9697 7923
688231 7036 9521
699371 1552 9839
685373 5267 2721
682634 1510 6993
697953 7007 4197
687900 2102 4453
693341 3533 3991
683570 1280 1572
696483 5515 2631
681910 5752 9517
689030 8385 5784
690526 4751 3851
687139 3236 3481
683767 7997 9778
692223 2450 7528
691767 3443 7742
684868 5181 2189
693548 213 3459
688050 1133 4631
698764 9784 1062
696789 4781 322
685472 439 4495
698817 6539 2003
689039 9751 1544
682431 6288 6701
699329 4794 8682
696105 5566 1550
688950 9301 813
681077 2826 539
681826 9488 9979
696701 7589 3043
686487 7618 4155
683036 719 69
698569 7895 9164
693598 4368 7940
691821 3878 9451
696449 7330 1868
691749 2693 9337
687474 6413 1027
686490 4552 1052
699530 7227 9852
685561 671 4097
683700 8795 7417
692603 1606 6189
687494 6642 846
685220 6704 5629
680269 803 8216
681816 1212 8835
686859 5618 8042
691489 1610 4679
681204 4804 3379
692651 4935 8124
680591 538 6722
693124 4967 6875
695796 1465 4010
691479 4016 5428
686463 3222 1949
681095 5753 6294
698199 1776 6889
696362 674 6581
685251 452 9097
691608 1284 4255
696975 5272 250
682685 9848 9806
696245 1973 1528
686297 1844 7367
684759 5155 9064
696833 3187 9130
686538 4299 3824
680539 1240 4652
697389 9946 1331
682283 81 7566
680378 7831 1554
690134 4983 5690
686199 455 338
681325 8151 3853
699559 8097 8123
687842 2051 4365
688864 9496 496
689519 4375 6769
680061 8719 5692
682519 5890 2825
688598 7924 5470
698067 320 1577
698822 8150 47
686354 6587 8162
695952 3474 8255
694265 7348 2232
682386 491 4767
688548 2028 4802
697948 5514 3120
693812 8695 2883
696005 8869 8011
686822 8670 9682
694288 2087 221
695827 4797 6360
696873 4369 7605
687435 4228 9189
698873 7274 6315
689211 14 1654
685133 1967 4509
689720 5430 2705
697208 2568 8107
682857 551 1121
682299 1629 5399
685241 6519 5978
688424 7120 9478
691094 5153 1710
693029 9169 2210
699313 3014 9900
693995 9478 4306
683006 5205 3479
696515 8743 8171
690883 9253 536
697449 6700 4615
680706 8298 284
684942 9523 3701
690384 279 2451
693698 2839 6699
682336 1964 8983
698923 714 6221
682830 2394 4071
686052 17 1867
685826 8935 2039
689144 3864 8349
698541 6692 3991
680105 4239 2531
685357 7370 9544
694628 3819 7656
680584 3192 5795
687783 2086 3692
697502 3330 9154
680423 2185 7414
686137 9554 5512
698892 2921 6690
694011 2006 6810
696081 4843 1444
684801 6749 2484
684272 3331 4403
687428 4176 1255
688606 6491 8393
697661 2873 4231
684269 1519 706
691357 9956 2457
698072 8874 6269
699693 8887 4388
696770 9209 7402
688527 7882 6417
689605 6953 8076
680295 1487 2628
689944 5060 1021
688119 9957 4795
693800 4539 7303
699370 296 7860
680607 2801 2842
684293 3045 4378
680005 7061 1973
686053 9379 2303
686274 367 1910
687281 2390 9935
680708 9664 4298
684744 3682 1985
690535 3497 7441
692543 5051 1593
693503 4718 1877
694968 1748 7157
690281 3018 5190
695044 7426 4940
689976 6055 1252
683437 1306 489
692743 7537 78
685770 9816 3850
680918 1514 474
699009 9572 2263
698693 4318 5579
698464 1536 9343
684735 3359 2856
696065 6474 1405
690644 1252 8723
695021 59 1091
684983 1663 4453
695520 8493 1372
693805 552 4733
684097 922 8796
687331 9219 5231
680647 8261 3398
686000 7209 1922
690163 6307 7015
697199 2504 139
695957 7305 3177
693838 1828 1741
695211 7599 2754
693324 7055 7469
695692 4971 5015
694137 8490 2831
691983 5251 6867
695342 1843 4272
697844 3489 2432
693096 9856 7876
680816 1673 5838
681602 4500 4111
680547 5959 3703
693779 7996 9718
692143 7231 4173
694835 2056 8912
695811 8794 7747
691054 1408 3612
692662 3907 6939
690369 5648 4448
697029 2154 9348
685972 7746 268
693844 3074 6740
693657 8142 7164
689804 9486 570
690098 9394 9853
687222 9742 3726
688794 2259 6911
693974 7054 8759
683968 3444 6305
688057 5327 315
696173 2193 5433
692689 1146 3154
694902 8382 2088
698366 9438 7937
684090 8184 6198
686972 4868 2305
692180 4665 1100
686426 7266 1342
696858 4057 5968
682649 1650 612
691901 2498 668
687066 1348 6267
681843 6566 8247
682397 7979 7480
695143 1788 1579
684705 5467 4726
684831 5707 5722
696951 8337 8642
697016 6781 4615
683546 8979 4627
686586 9426 3461
699872 9534 6452
684107 5906 4163
691977 3843 7521
697870 8230 3217
680737 2402 8899
683998 7873 8663
689308 4187 804
688611 740 8219
699274 4391 419
696052 4309 4915
692467 1902 4083
696339 4419 6893
681719 6560 281
685539 9795 4436
696528 5923 4008
691481 9561 3133
680085 845 8030
682749 6352 2378
693083 668 2068
690332 5801 4514
692981 4647 5005
693218 7229 4465
694244 919 6595
699990 1057 5606
688742 744 5985
698004 3681 7586
688613 6273 1166
680734 9409 976
681230 7 2726
685654 1147 5689
683521 3221 7549
690124 3897 7772
684206 8895 2347
681222 4022 1730
686857 9538 6184
692284 2027 6911
692956 8329 3847
698367 8260 4548
684150 7146 4310
689478 3399 8565
683510 7862 236
699974 857 2182
689600 4310 8270
694996 622 396
699438 1472 6737
681443 4345 3326
699534 9891 6534
690046 9927 4068
687271 1783 9450
687979 8892 1523
685329 1053 2649
687628 7545 9256
696438 3272 3522
687674 1639 7248
681514 5639 8353
680268 3292 9678
697259 8038 4081
680525 3095 91
698124 579 1790
687293 3169 2867
689260 6940 8741
687721 6516 7617
691529 5270 9091
698547 2538 8043
693841 1745 9164
681901 1509 9810
686055 2297 7370
692496 7843 3347
682024 1556 2402
693034 9123 5521
689666 6057 5488
696841 2865 72
694492 4798 1979
691891 2085 4968
694236 2766 9575
697317 3798 2287
680971 6079 30
696152 4895 2437
694908 6172 3654
683061 2045 5032
680246 8135 5045
692576 4226 6746
694202 7633 1144
680131 2644 9268
683653 6477 8664
689221 3996 2979
684978 1378 5790
691986 4361 3717
681044 5855 4045
686229 6530 7749
680898 5765 634
692863 5617 2424
684598 4710 2641
693145 8979 5542
681629 3181 794
693667 8391 5407
699165 3892 8196
688524 779 3308
699589 9563 2314
682119 287 4105
691337 1675 8080
687851 8091 771
691265 1175 6823
689588 1346 9753
698082 9778 6405
688345 163 4530
699862 3077 6626
681376 7390 5021
691063 8400 1994
689757 302 3663
680222 2588 4495
680565 6758 4197
684053 8928 484
690760 1940 7990
692864 4017 2438
692306 4861 8725
681237 7976 5272
692373 9496 7010
683029 8441 5531
688036 8101 8746
681824 6989 1136
692664 227 2820
685295 7068 6155
699409 5787 1171
690273 1859 9942
695360 7432 4149
699677 5348 8986
695896 2290 9154
681018 3073 1767
684514 1491 7475
683561 979 7871
681057 9822 8184
684429 2289 2022
692096 6472 7332
697011 9997 5119
681748 1060 4599
697416 3199 7992
689772 2578 1645
695677 8134 6297
693682 9357 5507
691612 6935 286
680200 8470 5522
689740 429 1320
683635 7713 1326
692461 6239 6231
693231 8016 9927
687460 4288 6078
687980 6944 8425
689431 3653 1340
689969 1854 5656
683571 7053 9921
681189 5806 521
683440 7694 2928
686726 1085 1372
690774 5884 6392
696611 5170 6107
686532 7640 1507
686551 3935 8545
686057 7130 510
691371 8088 8017
680284 1152 8444
687463 3120 5915
697483 770 2621
699157 5638 3206
696974 8115 6516
682280 3602 3430
682892 9805 7807
695197 1604 7376
687969 8958 9840
681387 360 3497
691839 5230 258
699873 6750 6039
699249 5902 7302
696846 5494 222
698208 7922 4906
681357 6470 5916
698015 3611 5770
681617 271 4964
687573 3596 4662
682370 6548 5264
699882 9380 5506
686225 8237 8497
681265 9776 1383
692687 1808 3529
694631 5606 9019
697320 9698 8119
689187 4800 2941
686399 4803 3737
683815 4614 2175
693353 7758 5768
685370 422 580
680946 540 7943
688776 4317 9414
689878 4989 4753
699162 2661 6160
697426 4444 1303
683272 9758 9691
682530 2553 4647
692136 7946 3853
683520 4917 6643
682710 7627 3588
693644 6141 3203
692517 1368 47
696378 8417 5052
693477 3903 448
687160 3276 7662
698709 4329 7784
691789 5681 8942
691242 7911 2045
696113 9004 1749
697058 4576 8887
694336 2397 6463
688010 6526 4217
685480 1057 9181
697784 6355 2065
699912 7199 5569
694525 5217 9487
697366 4582 9745
688377 4772 2622
694558 2366 5944
689915 5177 557
689313 7646 2212
694194 9812 9887
684414 7 160
681252 6670 2548
697549 4084 7075
696824 5958 8734
687637 5563 3577
689913 5290 928
695260 7451 6265
683528 3673 3602
694122 1292 4554
689796 2761 1077
685748 411 6426
681640 549 3663
684114 4900 8994
690740 8914 1496
682347 6909 7083
695961 4867 9225
696947 7689 4225
684535 2371 6448
692105 4079 6201
697189 4144 713
680665 20 1452
682137 7056 1225
691631 8764 9193
696662 8543 3837
697412 8065 2522
698682 5968 792
694023 308 9907
697297 4672 2253
685548 5941 2127
697498 6431 3699
693075 3562 9643
686461 5938 1413
688861 4098 6346
689777 6902 480
693971 5581 8188
687762 6565 6754
692016 1686 7002
684863 1284 2876
689951 8159 7750
680345 9299 6621
698508 7595 2392
696157 5959 2439
690075 9578 5420
692916 3849 3533
693954 8666 4795
688086 4470 9968
684916 4929 4912
697289 8035 8061
699556 5625 5545
683403 7444 5828
693293 5870 3263
692253 2335 3442
687278 3072 3270
695959 8303 3201
692644 3099 5159
687145 1442 7095
692110 9477 1797
680540 6960 6193
696172 5214 8309
695326 9039 9530
699228 3534 5652
687361 6772 1761
688391 3602 8517
699613 8731 2326
689709 9815 5574
683323 4887 7322
692605 9736 4434
682560 9561 3982
684324 2242 6517
683391 5711 3402
694249 8670 7710
687163 9196 2657
693645 5666 9148
689159 1316 2607
693267 9939 365
684707 4414 1716
690974 9408 2774
683931 4452 6714
698653 84 9898
695262 9373 5685
698515 4506 8828
686984 6518 9585
689255 2671 2437
693829 2086 8676
699788 8756 9236
698920 5295 413
691296 5147 8615
690362 4657 3128
684895 54 7655
690189 5167 8993
699007 4033 5963
689360 7748 7313
691859 3660 489
688376 5180 1578
685375 472 3722
692378 2816 390
688981 7921 9860
692229 1365 5637
690615 2144 8340
699598 5169 625
689795 3229 1223
692193 8607 8761
692313 2431 4279
682090 834 7550
689987 1256 2074
687703 9008 8626
682002 6308 9696
681875 5967 7419
681248 7978 4554
699596 6016 9257
695175 2411 5452
694971 2172 9516
699718 2069 783
689293 4349 9375
695357 3770 7013
685135 1154 3457
688210 3722 9869
692349 7784 6432
697671 6115 2439
687853 4953 4419
686529 7069 3860
689391 8193 4314
683752 4683 2553
683883 9023 711
682597 1004 3068
693763 8789 3262
692059 495 1591
699851 479 9475
698735 6506 4012
692351 3101 2073
686139 6986 8559
687664 2779 6169
688818 5833 6807
699133 9566 3753
682692 7892 2252
699323 9595 7309
681678 9396 6637
680096 4252 9531
682193 8978 1311
695948 5576 180
693815 3831 6292
691602 9627 3444
693613 8134 8805
696437 3282 5091
683367 7219 7329
684220 1587 1053
691306 2169 8884
694689 53 9102
696680 2018 2270
681355 5617 2407
691727 4093 2461
680843 2885 9015
686291 995 5081
696609 5084 3851
693166 2677 2801
694857 2463 5173
693013 571 2315
689114 8028 4208
685283 4525 3808
680744 324 3656
696753 2471 7555
682720 3860 5237
693927 1841 3163
681698 1283 8273
695750 7014 1434
693874 1585 2846
695837 2305 7692
698358 5642 2285
695404 8907 9554
689847 5472 7036
683771 3964 8873
693610 2372 3180
681791 3770 837
681936 7817 3166
688272 6925 9488
699908 7500 6590
683172 2180 5462
680254 7475 6562
685790 1176 9406
685825 4857 755
682613 3353 4393
697158 4589 663
686211 3240 3612
695336 498 4982
695179 7778 2867
696395 8984 4722
689787 3830 4924
699046 499 6524
697918 5402 3243
692256 4570 9143
685176 764 4566
694243 5979 3553
688657 6425 5785
695366 5607 3214
692440 5341 90
685405 1586 60
689885 7679 4608
681464 4194 835
689174 8295 6376
681749 7434 8742
683896 101 3740
694235 881 2078
687033 9765 803
690236 2697 5387
694211 9791 2045
697279 7969 9688
686317 5952 2367
688694 9826 2078
694454 3398 9046
689228 4952 5157
697482 9166 739
694853 7676 3317
685416 4339 4546
686946 3469 5384
690534 9942 8137
693482 3285 6316
696239 2923 6858
685009 9054 6277
686403 827 7985
695786 10000 801
697890 9367 5655
685899 4099 4542
690676 6829 4876
683204 7101 6326
680756 4002 6939
680572 572 2130
684433 6493 7473
684912 9301 9663
685151 8747 7021
690823 4655 7107
682335 8610 5817
691462 9352 2049
682668 206 4087
693759 1388 2131
685318 4150 5386
689191 4023 8077
691858 1366 4288
691797 5689 3153
683481 9331 867
695476 9249 4907
692977 2228 4011
694409 2697 5715
695234 5910 8946
699142 2831 3863
682760 4561 8779
684739 3269 8963
683915 4504 7640
696289 1931 8037
682514 8127 8347
698002 5759 3344
689973 2074 5772
684120 2004 9325
697651 2799 4861
695245 13 680
695139 4647 3330
695823 1770 2441
690624 478 9442
696478 3178 9973
699129 892 6552
693785 3480 2792
690499 7966 3746
684549 8946 7932
692941 8174 108
694368 9434 5065
692955 1176 2217
693157 1955 5110
692895 3319 4043
684417 7511 9656
697954 3360 8391
694003 1122 2089
689440 5843 7937
690385 3353 8191
690010 5840 6560
698485 7525 7014
695075 4187 9707
686279 1729 3411
694928 9450 4926
685208 750 5532
696802 1966 5883
689563 9638 49
699818 9380 9083
686933 1443 117
692245 6480 3894
682357 3505 2328
680185 2312 4507
696400 6192 618
684249 2786 8059
688276 591 4448
696946 637 6998
680351 1915 9401
692270 975 3982
680987 2605 3303
693091 6946 1798
698979 5548 4159
687177 3929 3719
695968 343 3714
699887 653 1684
695267 8876 4398
684159 3900 3544
687376 7025 3788
696021 8355 7194
693234 7052 3982
693059 4998 8018
690730 8948 7347
695185 1327 5049
694431 6802 108
691386 355 7591
689320 7750 1663
681188 951 250
696254 436 7854
687765 8634 7100
695744 4332 4179
698342 3248 7326
695982 2452 6643
685361 943 8097
695696 4383 2416
694726 9530 5132
688480 9917 4374
684797 3411 4793
680960 2590 9370
698830 1522 6239
693680 4848 558
694010 7100 8148
691128 3886 2103
686682 6256 4199
693216 7351 9696
680480 5008 2852
690079 8472 1857
686473 1477 1847
686450 7583 793
690739 1895 1634
694383 307 5037
684826 6711 3475
688203 2802 4067
691210 642 2134
682179 4669 3466
686617 260 2183
699923 1833 5451
699640 4832 882
688631 8763 7681
682288 4226 8155
693214 4840 9157
691738 1289 8519
697949 3031 1321
692402 4380 2339
691943 1499 8716
687995 2551 4713
684115 5355 9724
687602 2165 5896
696960 6093 9741
681781 4305 8446
681569 3739 7964
689967 5880 1321
685415 1342 8958
692536 232 6936
692806 8513 8224
696625 557 2977
680479 6297 5491
694230 419 2864
688801 2285 2995
690468 7985 3588
696159 7496 9901
697780 6146 9762
687132 3528 9146
692794 7285 6284
689876 963 4882
685592 5494 7919
695277 9188 8029
691842 7385 2943
695116 5540 8762
680364 606 1784
691493 3679 4301
698789 3418 8186
686516 4434 3275
685305 4724 7082
680007 9680 2311
682177 1814 2425
687818 1635 7132
693202 3943 2298
693842 9067 1478
693135 574 6854
688490 924 3054
686177 3498 2374
696927 6902 9858
687123 9835 2930
694934 5163 4802
680220 2929 9492
691862 683 1725
689058 6011 400
680894 6092 1541
686043 9888 8305
680631 8736 7421
686367 9760 4805
683173 200 2810
682128 2873 2942
694953 8077 2080
694066 4491 4967
699593 5092 6186
686558 2048 2831
692430 3227 7878
690926 1544 3489
690631 9444 5792
683187 3145 1322
693086 7112 2299
689124 5333 9094
690063 740 5444
683040 563 5742
693713 8051 8647
696851 647 5963
680231 6788 5754
684061 2152 9317
686443 2529 7375
698987 720 9947
684901 4514 2618
682696 4371 2835
695651 7585 1587
690603 5601 1820
680839 6674 8490
699220 3492 6284
686911 778 9502
693737 2851 2135
685327 8761 495
694783 5654 2926
696719 5363 4200
692176 477 381
687447 941 5985
692693 5909 449
691632 5385 2279
699136 3727 9672
693043 5806 8484
687185 3739 6962
688517 3289 2787
699112 1553 7848
687126 4401 7208
686359 2476 5137
697442 4791 6074
686268 8589 3992
684521 8709 2308
688762 8284 128
695296 3094 3276
688895 5177 6093
696102 7083 9205
683307 6829 7269
692086 9663 7825
699510 3327 3716
690226 5596 1245
688727 619 8742
696736 5993 8150
699868 1228 6547
691591 2948 2130
699998 6883 7759
691375 788 9551
695606 1304 2695
681932 5742 3899
695799 9059 2559
694459 2146 7126
687687 6474 398
697897 3009 3596
686412 7319 3115
682419 4765 3042
683010 2868 3568
696548 3136 5581
694351 5311 8598
680108 6155 4162
698540 3620 1741
689765 805 4272
684512 9546 2294
686017 5369 1524
685428 3917 4722
691904 9418 3905
698835 2515 6905
686019 6027 7037
699492 1228 4540
690357 9621 9290
692084 9753 7912
694823 8877 5673
689990 8027 5169
694855 1437 8029
684977 1473 8245
685476 9883 9777
688649 3876 7628
697824 659 7811
681903 6664 4467
693104 3252 980
690814 6762 6550
693251 5459 7081
695090 8679 2367
689667 6513 4046
682303 6517 4808
697164 1898 9977
691334 6228 9321
695983 357 5710
680483 4703 9750
699101 9393 1104
691468 3566 8118
686897 5704 1296
698714 7301 5764
682680 4696 2324
694790 2120 5031
691510 5489 3788
682846 8550 8300
692382 9016 6857
699651 2611 1612
692304 8093 6836
684099 9575 5120
683676 116 8581
693522 5542 867
697333 2930 9000
680470 847 2751
691587 8078 2989
687335 2692 3479
692434 4277 9006
681578 6330 2220
692119 1401 5688
698146 2930 2449
692871 2822 3789
689894 2990 6444
699145 7074 3546
689577 2371 6970
682454 8650 9351
694502 3489 1229
697568 1115 1558
680576 5790 1717
695926 3681 9889
699992 3811 216
681033 6752 9041
692486 301 3163
686578 2441 426
685932 4761 1526
682709 3427 1566
699282 7506 6307
682865 4004 9748
697044 7268 3860
680384 7367 8960
681369 2352 6763
684326 9689 2459
686635 8402 7927
695690 3612 8624
696950 5205 5826
687921 1273 6123
699703 4864 422
691315 7042 2428
685715 1137 2742
691009 6709 3282
693446 702 6070
696988 3332 6293
690462 4367 8014
680821 5993 4607
693647 2953 7887
694466 588 8985
691059 6754 8233
688827 4594 3651
686101 7333 5636
691950 5885 433
689463 4015 4864
680884 8235 5432
683785 6845 3209
691626 8831 4874
680098 2283 1170
687007 6643 9805
688596 4661 119
699684 4068 265
685560 3579 8184
698268 3855 5119
693484 5106 9733
685106 8856 6826
693957 5074 2379
694342 6032 6831
687542 344 7574
699757 5953 1478
690160 2467 2585
696596 2207 1021
685265 8045 4599
693209 6947 1985
690840 3911 3134
681778 6341 8037
693727 9913 2982
683625 1949 1304
681467 2825 693
691781 9115 8761
686777 4638 9148
683434 1638 4646
680091 9891 1790
691596 6274 6905
687437 7994 265
695385 6310 6770
685489 1385 866
695962 9559 7686
682115 2130 1262
687714 6749 8369
698814 5897 7698
691981 9904 1119
694779 881 1912
699766 2732 4278
683279 2709 7125
699977 3819 1242
689407 5536 2821
688240 7283 9392
687109 9188 2096
685764 250 9059
699102 8965 5641
690921 2619 1930
685681 9948 4842
693392 3113 9166
684623 9816 7027
691430 4358 9029
681276 869 622
686044 4146 4934
683657 9770 6032
688000 244 459
699960 9572 4702
696710 244 5062
686038 4061 8722
698932 74 633
691294 4830 1231
680678 5467 8324
683913 9046 2959
684970 6383 7904
685787 8322 3937
694335 4000 7415
694328 1871 820
692911 8890 8683
689786 950 4988
682480 1437 9434
699867 6595 23
693033 3940 6217
699139 4194 3678
692589 4101 4304
693952 6827 6423
684684 6700 308
694862 3249 8544
692625 925 209
686092 9665 5395
687113 14 3117
686660 3624 6342
690254 1308 7898
695367 2609 6044
688644 1352 1299
689355 5787 3890
697915 1197 4949
696703 7172 9103
688494 882 3556
697852 8485 2382
683902 9187 3934
681802 262 857
696077 4965 8574
699819 5116 2395
681564 1764 2057
690304 7275 8573
696659 4999 4112
693609 8690 3253
684749 1764 2228
697070 6384 2730
687210 2849 9603
687792 3831 6456
692885 2899 7295
682154 730 8784
698302 9453 8939
684839 2362 60
692183 2074 3471
698293 8158 291
685569 7026 1089
696700 1196 4650
699825 3736 4565
681567 1421 5056
683715 4320 4224
685563 8962 8696
682184 7541 7541
680019 2521 9881
687059 4195 5264
680896 3796 2027
684854 4649 8941
681630 8274 5484
690573 7047 689
689933 3128 7090
692764 7529 2822
689100 9587 3763
694301 7349 5907
696228 2881 2767
681174 2972 8538
697829 5163 5761
691360 1498 2211
695028 1655 6531
691959 3723 8610
685578 6177 2816
684265 9498 6740
694511 5258 896
695339 4244 8626
681107 8420 7610
682211 4013 2040
687213 1864 7938
691275 4275 910
682102 2457 998
681687 8502 2710
689053 7600 4224
685424 196 2562
699292 9306 2799
680661 6336 7905
692068 9200 4834
692769 6832 829
694863 3787 6082
697032 473 3215
699126 3210 6
684987 6833 8800
697398 4541 3281
681225 5906 345
697731 8007 6888
681859 8361 26
696539 1970 2408
682552 9292 3615
691164 7573 4158
699297 2902 4051
686752 4150 5054
685167 521 9163
696692 29 1839
685157 8738 1812
690770 7185 6825
687504 9076 5883
682764 2030 9750
699021 8772 162
688544 8743 6753
687069 8822 5821
687117 2491 8595
690773 1602 924
683530 1399 5182
696061 4025 2871
688078 4263 6306
695546 9843 6939
697600 4975 7008
680957 221 4729
695505 4316 7605
683757 786 5975
697342 9954 206
687755 333 6994
686977 2771 3955
681500 6388 7173
688156 2968 1395
680623 3349 782
681232 8636 7552
683351 4936 9053
690939 9353 8159
695772 5410 3688
692340 5962 9621
684657 9041 7747
688905 2147 2098
692655 3968 8132
695665 6972 5938
695708 8237 8824
687048 9880 3672
699683 3922 2818
699166 3646 7895
688656 6323 5369
693941 3818 6465
690626 2436 1056
685868 2335 7197
694564 6671 40
686850 7134 6832
680463 2702 5440
681938 2609 668
698948 541 6667
693714 2514 7693
691237 8215 8534
681027 1977 6585
690065 3986 6252
698221 7475 3786
697226 8108 2218
681436 3352 3498
693092 3241 3657
696831 6210 8736
697767 8224 3197
692800 5955 7351
686659 1311 9976
694333 5612 6342
692788 6781 1287
688756 392 5074
698144 6012 7346
688039 4905 196
687768 7465 4977
694818 3745 1892
699001 1649 7175
687077 3397 4813
688441 3950 4740
697764 1328 1206
687266 7532 568
688134 5133 3912
689262 8483 5720
691081 5298 4966
688582 5092 2676
695967 2804 3597
693795 9646 1185
689051 2747 1181
686955 8119 3782
682581 3211 1971
688562 2418 3471
683990 6641 8321
695667 262 6442
685320 1962 5264
689825 2671 8912
691550 1602 4558
684464 8894 5344
694197 1433 4881
695233 6621 5831
682756 6080 2752
687741 4118 2979
694215 35 9592
685169 6701 3926
680776 8329 9260
682528 2909 6197
683011 6875 7568
686765 6392 4959
680293 1771 7686
683284 3996 7800
699849 2006 137
697280 9709 5436
696213 1907 3808
690157 6202 2606
692309 4895 8038
697108 974 485
686094 8085 1449
692321 1620 3770
697987 567 362
681139 750 2685
687621 4072 6330
693105 5370 1682
694084 7727 8482
698993 9739 6465
698013 5147 554
683225 5756 227
699796 8448 1955
698782 5105 4812
687885 4204 9613
687512 8576 8027
684005 7003 9158
698629 5222 9378
694769 1917 3310
696119 8642 284
684905 6665 1926
688583 6713 2130
682367 5475 1721
688989 482 3285
699103 6909 9369
697000 5732 1170
687387 6916 6967
692843 5284 1885
687607 7954 3440
688655 4417 2042
691398 4617 3691
684139 9153 3103
687076 8049 241
686283 9212 3337
685672 377 9833
682226 8615 3427
695633 7619 3341
681933 5707 1890
681908 991 5751
696029 398 1603
689800 4807 5181
692658 1786 4563
696477 1628 8153
683935 7554 5865
698111 9249 778
693733 7591 2207
684599 7515 9592
684348 6112 6642
690963 3936 9398
690702 8486 2484
686786 8050 4378
684903 8958 8459
689194 5484 5000
687454 9336 6374
682828 138 5428
696459 2322 8264
